"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
sympt_unlisted_2item,daily,,dropdown,"-> Select additional other symptom(s) 3","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sympt_unlisted_1addi]='1',,,,,,
sympt_unlisted_2otherl2,daily,,text,"-> Specify other symptom(s) 3",,,,,,,[sympt_unlisted_2item]='88',,,,,,
sympt_unlisted_2addi,daily,,radio,"-> Any additional other symptom(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_unlisted_1addi]='1',,RH,,,,
sympt_unlisted_3item,daily,,dropdown,">-> Select additional other symptom(s) 4","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sympt_unlisted_2addi]='1',,,,,,
sympt_unlisted_3otherl2,daily,,text,">-> Specify other symptom(s) 4",,,,,,,[sympt_unlisted_3item]='88',,,,,,
sympt_unlisted_3addi,daily,,radio,">-> Any additional other symptom(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sympt_unlisted_2addi]='1',,RH,,,,
sympt_unlisted_4item,daily,,dropdown,"->-> Select additional other symptom(s) 5","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sympt_unlisted_3addi]='1',,,,,,
sympt_unlisted_4otherl2,daily,,text,"->-> Specify other symptom(s) 5",,,,,,,[sympt_unlisted_4item]='88',,,,,,
sign_dailydata,daily,"SIGNS: Record the clinical findings observed between 00:00 and 24:00 on the day of assessment",radio,"Were any signs reported on this date?","1, Yes | 0, No",,,,,,,,RH,,,,
sign_hypotherm,daily,,radio,Hypothermia,"1, Yes | 0, No | 99, Unknown","Temperature < 35ºC",,,,,[sign_dailydata]='1',,RH,,,,
sign_coldperiph,daily,,radio,"Cold / clammy peripheries","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_dehyrdation,daily,,radio,Dehydration,"1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_dehyrdation_type,daily,,radio,"Dehydration Status","1, Mild | 2, Moderate| 3, Severe",,,,,,[sign_dehyrdation]='1',,RH,,,,
sign_oedema,daily,,radio,Oedema,"1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_lowurine,daily,,radio,"Reduced urine output","1, Yes | 0, No | 99, Unknown","< 0.5 mL/kg/hour",,,,,[sign_dailydata]='1',,RH,,,,
sign_respdistress,daily,,radio,"Respiratory distress","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_chestindrw,daily,,radio,"Lower chest wall indrawing","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_tachypnoea,daily,,radio,"Fast breathing (tachypnoea)","1, Yes | 0, No | 99, Unknown","𝑅 𝑅 > 20  breaths/min",,,,,[sign_dailydata]='1',,RH,,,,
sign_tachycardia,daily,,radio,"Rapid heart rate (tachycardia)","1, Yes | 0, No | 99, Unknown","HR>130 beats/min",,,,,[sign_dailydata]='1',,RH,,,,
sign_cyan,daily,,radio,"Peripheral cyanosis","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_ascites,daily,,radio,Ascites,"1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_hepatomegally,daily,,radio,"Palpable liver/Hepatomegaly","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_splenomegaly,daily,,radio,"Palpable spleen/splenomegaly","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_tenabd,daily,,radio,"Tender abdomen","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_jaund,daily,,radio,Jaundice,"1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_anaemia,daily,,radio,Anaemia,"1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_cogimpair,daily,,radio,"Cognitive impairment","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_agitation,daily,,radio,Agitation,"1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_conjunhemor,daily,,radio,"Subconjunctival haemorrhage","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_unlisted,daily,,radio,"Other sign(s)","1, Yes | 0, No | 99, Unknown",,,,,,[sign_dailydata]='1',,RH,,,,
sign_unlisted_0item,daily,,dropdown," Select other sign(s)","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sign_unlisted]='1',,,,,,
sign_unlisted_0otherl2,daily,,text," Specify other sign(s)",,,,,,,[sign_unlisted_0item]='88',,,,,,
sign_unlisted_0addi,daily,,radio," Any additional other sign(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sign_unlisted]='1',,RH,,,,
sign_unlisted_1item,daily,,dropdown,"> Select additional other sign(s) 2","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sign_unlisted_0addi]='1',,,,,,
sign_unlisted_1otherl2,daily,,text,"> Specify other sign(s) 2",,,,,,,[sign_unlisted_1item]='88',,,,,,
sign_unlisted_1addi,daily,,radio,"> Any additional other sign(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sign_unlisted_0addi]='1',,RH,,,,
sign_unlisted_2item,daily,,dropdown,"-> Select additional other sign(s) 3","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sign_unlisted_1addi]='1',,,,,,
sign_unlisted_2otherl2,daily,,text,"-> Specify other sign(s) 3",,,,,,,[sign_unlisted_2item]='88',,,,,,
sign_unlisted_2addi,daily,,radio,"-> Any additional other sign(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sign_unlisted_1addi]='1',,RH,,,,
sign_unlisted_3item,daily,,dropdown,">-> Select additional other sign(s) 4","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sign_unlisted_2addi]='1',,,,,,
sign_unlisted_3otherl2,daily,,text,">-> Specify other sign(s) 4",,,,,,,[sign_unlisted_3item]='88',,,,,,
sign_unlisted_3addi,daily,,radio,">-> Any additional other sign(s) ?","1, Yes | 0, No | 99, Unknown",,,,,,[sign_unlisted_2addi]='1',,RH,,,,
sign_unlisted_4item,daily,,dropdown,"->-> Select additional other sign(s) 5","1, Abdominal pain | 2, Abnormal weight loss | 3, Alopecia (Nonscarring hair loss) | 4, Altered consciousness / Confusion (Disorientation) | 5, Anorexia | 6, Apnoea | 7, Ascites | 8, Bleeding (Haemorrhage) | 9, Bruising (Spontaneous ecchymoses) | 10, Can't feel one side of the body or face (Hemiplegia) | 11, Can't fully move or control movement (Paralytic syndrome) | 12, Cardiac arrhythmia | 13, Changes in menstruation (Irregular menstruation) | 14, Changes in skin texture | 15, Chest pain | 16, Chest pain on breathing | 17, Chills (without fever) | 18, Cognitive impairment (Unspecified intellectual disabilities) | 19, Conjunctivitis | 20, Constipation | 21, Convulsions | 22, Cough | 23, Diarrhea | 24, Difficulty eating or drinking (Dysphagia) | 25, Difficulty in walking | 26, Disorders of nose and nasal sinuses | 27, Disturbance in attention (Altered mental status) | 28, Dizziness/light headedness (Dizziness and giddiness) | 29, Dry skin (Xerosis cutis) | 30, Ear pain (Otalgia) | 31, Erectile dysfunction | 32, Fainting / blackouts (Syncope and collapse) | 33, Fecal incontinence | 34, Feeding difficulty | 35, Fever | 36, Gastrointestinal bleeding (Gastrointestinal hemorrhage) | 37, Headache | 38, Hepatomegaly | 39, Increased thirst (Polydipsia) | 40, Increased urination (polyuria) | 41, Irritability | 42, Itchy eye | 43, Jaundice | 44, Joint pain (Arthralgia) | 45, Keratitis | 46, Limb weakness / paralysis (Monoplegia) | 47, Localized edema | 48, Loss of appetite (Anorexia) | 49, Loss of smell (Anosmia) | 50, Loss of taste (Parageusia) | 51, Lymphadenitis | 52, Malaise and fatigue | 53, Mouth ulcers (Recurrent oral aphthae) | 54, Mucosal lesion | 55, Muscle aches (Myalgia) | 56, Muscle weakness | 57, Nasal congestion | 58, Nausea or vomiting | 59, Pain during urination (Dysuria) | 60, Pallor | 61, Palpitations | 62, Paresthesia of skin | 63, Problems swallowing or chewing (Dysphagia) | 64, Pruritus | 65, Rapid heart beat/Pulse (Tachycardia) | 66, Rashes or skin lesions | 67, Retention of urine | 68, Shortness of breath (Dyspnea) | 69, Skin lesion | 70, Skin rash | 71, Sleep disorder | 72, Sneezing | 73, Sore throat (Pain in throat) | 74, Speech disturbances | 75, Spontaneous bruising (Spontaneous ecchymoses) | 76, Sweating (hyperhidrosis) | 77, Swollen lymph nodes (Enlarged lymph nodes) | 78, Tinnitus | 79, Tremor | 80, Urinary incontinence | 81, Visual disturbances | 82, Wheezing | 88, Other",,,,,,[sign_unlisted_3addi]='1',,,,,,
sign_unlisted_4otherl2,daily,,text,"->-> Specify other sign(s) 5",,,,,,,[sign_unlisted_4item]='88',,,,,,
vital_dailydata,daily,"VITAL SIGNS & ASSESSMENTS: Record the value furthest from normal range between 00:00 to 24:00 on day of assessment.",radio,"Enter Vital Signs data for this date?","1, Yes | 0, No",,,,,,,,RH,,,,
vital_highesttem,daily,,text,"Highest temperature",,,number,32,106.7,,[vital_dailydata]='1',,,,,,
vital_highesttem_units,daily,,radio,"Highest temperature (select units)","1, °C | 2, °F",,,,,,[vital_dailydata]='1',,RH,,,,
vital_hr,daily,,text,"Heart Rate (bpm)",,,number,0,299,,[vital_dailydata]='1',,,,,,
vital_rr,daily,,text,"Respiratory Rate (breaths/min)",,,number,0,120,,[vital_dailydata]='1',,,,,,
vital_systolicbp,daily,,text,"Systolic BP (mmHg)",,,number,0,299,,[vital_dailydata]='1',,,,,,
vital_diastolicbp,daily,,text,"Diastolic BP (mmHg)",,,number,0,200,,[vital_dailydata]='1',,,,,,
vital_meanbp,daily,,text,"Mean arterial blood pressure (mmHg)",,,number,0,200,,[vital_dailydata]='1',,,,,,
vital_spo2room,daily,,text,"Oxygen saturation at room air (no oxygen support) (%)",,,number,0,100,,[vital_dailydata]='1',,,,,,
vital_spo2roomhow,daily,,radio,"How was oxygen saturation at room air measured?","1, Pulse Oximetry | 2, Arterial blood gas measurement | 88, Other | 99, Unknown",,,,,,[vital_dailydata]='1',,,,,,
vital_o2supp,daily,,radio,"Supplemental oxygen?","1, Yes | 0, No | 99, Unknown",,,,,,[vital_dailydata]='1',,RH,,,,
vital_o2supp_type,daily,,radio,"Type of supplemental oxygen?","1, Nasal Prongs | 2, Face mask | 3, High flow nasal oxygen | 4, Non-invasive ventilation | 5, Invasive ventilation | 6, ECMO / ECLS | 99, Unknown",,,,,,[vital_o2supp]='1',,,,,,
vital_o2supp_spo2,daily,,text,"Oxygen saturation with supplemental oxygen (%)",,,number,0,100,,[vital_o2supp]='1',,,,,,
